Date,Death,Death_increased,hospitalized,Negative_test,NegativeIncrease,Positive_test,PositiveIncrease,state,Recovered
20210307,305.0,0,1293.0,,0,56886.0,0,AK,
20210307,10148.0,-1,45976.0,1931711.0,2087,499819.0,408,AL,295690.0
20210307,5319.0,22,14926.0,2480716.0,3267,324818.0,165,AR,315517.0
20210307,0.0,0,,2140.0,0,0.0,0,AS,
20210307,16328.0,5,57907.0,3073010.0,13678,826454.0,1335,AZ,
20210307,54124.0,258,,,0,3501394.0,3816,CA,
20210307,5989.0,3,23904.0,2199458.0,0,436602.0,840,CO,
20210307,7704.0,0,,,0,285330.0,0,CT,
20210307,1030.0,0,,,0,41419.0,146,DC,29570.0
20210307,1473.0,9,,545070.0,917,88354.0,215,DE,
20210307,32266.0,66,82237.0,9339038.0,19166,1909209.0,4024,FL,
20210307,17906.0,1,56797.0,,0,1023487.0,1709,GA,
20210307,133.0,0,,112887.0,0,7749.0,0,GU,7590.0
20210307,445.0,1,2226.0,,0,28699.0,53,HI,
20210307,5558.0,6,,1044418.0,1299,282384.0,257,IA,320054.0
20210307,1879.0,3,7184.0,505964.0,535,172931.0,104,ID,96017.0
20210307,23014.0,12,,,0,1198335.0,1068,IL,
20210307,12737.0,11,43217.0,2483156.0,4643,667262.0,746,IN,
20210307,4812.0,0,9387.0,974686.0,0,295861.0,0,KS,
20210307,4819.0,13,19457.0,,0,410709.0,525,KY,48145.0
20210307,9748.0,32,,5261679.0,20578,433785.0,740,LA,415954.0
20210307,16417.0,43,19713.0,4404792.0,8028,591356.0,1425,MA,508745.0
20210307,7955.0,14,35651.0,3034546.0,2050,387319.0,709,MD,9703.0
20210307,706.0,2,1570.0,,0,45794.0,159,ME,12840.0
20210307,16658.0,0,,,0,656072.0,0,MI,549881.0
20210307,6550.0,4,25978.0,3058514.0,8218,490011.0,895,MN,476055.0
20210307,8161.0,0,,1878583.0,2950,480643.0,291,MO,
20210307,2.0,0,4.0,17429.0,0,145.0,1,MP,29.0
20210307,6808.0,3,9162.0,1459374.0,0,297581.0,260,MS,278162.0
20210307,1381.0,0,4630.0,,0,100914.0,72,MT,97943.0
20210307,11502.0,0,,,0,872176.0,0,NC,
20210307,1478.0,0,3880.0,305912.0,-109,100391.0,34,ND,98326.0
20210307,2113.0,0,6237.0,771128.0,542,203026.0,373,NE,157144.0
20210307,1184.0,3,1131.0,579582.0,396,76861.0,166,NH,73615.0
20210307,23574.0,17,64396.0,10186941.0,0,812609.0,2519,NJ,
20210307,3808.0,12,13252.0,,0,186922.0,180,NM,156554.0
20210307,5037.0,1,,1131758.0,1829,296190.0,730,NV,
20210307,39029.0,59,,,0,1681169.0,6789,NY,
20210307,17656.0,0,50881.0,,0,978471.0,735,OH,925655.0
20210307,4534.0,0,24332.0,3146300.0,0,428997.0,461,OK,412177.0
20210307,2296.0,3,8714.0,,0,157079.0,195,OR,
20210307,24349.0,32,,3942124.0,6592,948643.0,1658,PA,861756.0
20210307,2062.0,3,,305972.0,0,101632.0,305,PR,91987.0
20210307,2547.0,0,9020.0,677570.0,1421,128781.0,265,RI,
20210307,8754.0,35,20725.0,4657179.0,25856,525865.0,1408,SC,218863.0
20210307,1900.0,2,6705.0,314540.0,524,113589.0,211,SD,109531.0
20210307,11543.0,0,18870.0,,0,782206.0,0,TN,756793.0
20210307,44451.0,84,,,0,2686818.0,2953,TX,2502609.0
20210307,1976.0,1,14891.0,1560293.0,3204,374850.0,412,UT,358958.0
20210307,9596.0,77,24661.0,,0,585700.0,1163,VA,
20210307,25.0,0,,46167.0,0,2714.0,0,VI,2559.0
20210307,208.0,0,,320060.0,643,16083.0,119,VT,13384.0
20210307,5041.0,0,19599.0,,0,344532.0,664,WA,
20210307,7106.0,4,26457.0,2647864.0,3521,621654.0,377,WI,553203.0
20210307,2325.0,2,,,0,133445.0,155,WV,125383.0
20210307,682.0,0,1391.0,182264.0,0,54764.0,0,WY,53550.0
20210306,305.0,0,1293.0,,0,56886.0,0,AK,
20210306,10149.0,27,45976.0,1929624.0,4866,499411.0,524,AL,295690.0
20210306,5297.0,14,14915.0,2477449.0,4711,324653.0,327,AR,315181.0
20210306,0.0,0,,2140.0,0,0.0,0,AS,
20210306,16323.0,54,57863.0,3059332.0,8442,825119.0,1735,AZ,
20210306,53866.0,418,,,0,3497578.0,4452,CA,
20210306,5986.0,0,23886.0,2199458.0,5505,435762.0,1108,CO,
20210306,7704.0,0,,,0,285330.0,0,CT,
20210306,1030.0,3,,,0,41273.0,151,DC,29470.0
20210306,1464.0,11,,544153.0,1362,88139.0,265,DE,
20210306,32200.0,107,82145.0,9319872.0,23282,1905185.0,4587,FL,
20210306,17905.0,90,56762.0,,0,1021778.0,2269,GA,
20210306,133.0,0,,112887.0,0,7749.0,1,GU,7590.0
20210306,444.0,1,2226.0,,0,28646.0,85,HI,
20210306,5552.0,3,,1043119.0,1515,282127.0,362,IA,319780.0
20210306,1876.0,0,7179.0,505429.0,504,172827.0,240,ID,95808.0
20210306,23002.0,56,,,0,1197267.0,2565,IL,
20210306,12726.0,29,43153.0,2478513.0,5155,666516.0,1231,IN,
20210306,4812.0,0,9387.0,974686.0,0,295861.0,0,KS,
20210306,4806.0,52,19451.0,,0,410184.0,839,KY,48131.0
20210306,9716.0,0,,5241101.0,0,433045.0,0,LA,415954.0
20210306,16374.0,52,19713.0,4396764.0,7826,589931.0,1722,MA,508745.0
20210306,7941.0,11,35572.0,3032496.0,7547,386610.0,932,MD,9703.0
20210306,704.0,0,1566.0,,0,45635.0,183,ME,12838.0
20210306,16658.0,57,,,0,656072.0,1692,MI,549881.0
20210306,6546.0,12,25976.0,3050296.0,6988,489116.0,946,MN,475170.0
20210306,8161.0,3,,1875633.0,3308,480352.0,386,MO,
20210306,2.0,0,4.0,17429.0,0,144.0,0,MP,29.0
20210306,6805.0,22,9162.0,1459374.0,0,297321.0,576,MS,278162.0
20210306,1381.0,2,4629.0,,0,100842.0,186,MT,97801.0
20210306,11502.0,56,,,0,872176.0,2027,NC,
20210306,1478.0,0,3878.0,306021.0,111,100357.0,79,ND,98240.0
20210306,2113.0,1,6229.0,770586.0,1354,202653.0,343,NE,156825.0
20210306,1181.0,3,1127.0,579186.0,1496,76695.0,273,NH,73327.0
20210306,23557.0,36,64338.0,10186941.0,0,810090.0,3720,NJ,
20210306,3796.0,9,13242.0,,0,186742.0,282,NM,155000.0
20210306,5036.0,16,,1129929.0,2551,295460.0,0,NV,
20210306,38970.0,79,,,0,1674380.0,7647,NY,
20210306,17656.0,0,50848.0,,0,977736.0,1506,OH,923986.0
20210306,4534.0,0,24277.0,3146300.0,11240,428536.0,978,OK,411624.0
20210306,2293.0,9,8714.0,,0,156884.0,211,OR,
20210306,24317.0,55,,3935532.0,9494,946985.0,2789,PA,859218.0
20210306,2059.0,3,,305972.0,0,101327.0,261,PR,91987.0
20210306,2547.0,6,9020.0,676149.0,1634,128516.0,395,RI,
20210306,8719.0,20,20659.0,4631323.0,27774,524457.0,1199,SC,218863.0
20210306,1898.0,2,6692.0,314016.0,756,113378.0,149,SD,109371.0
20210306,11543.0,9,18870.0,,0,782206.0,1312,TN,756793.0
20210306,44367.0,233,,,0,2683865.0,5570,TX,2491753.0
20210306,1975.0,5,14867.0,1557089.0,3556,374438.0,570,UT,358249.0
20210306,9519.0,91,24637.0,,0,584537.0,1477,VA,
20210306,25.0,0,,46167.0,0,2714.0,0,VI,2559.0
20210306,208.0,1,,319417.0,697,15964.0,145,VT,13305.0
20210306,5041.0,9,19556.0,,0,343868.0,778,WA,
20210306,7102.0,8,26432.0,2644343.0,2161,621277.0,614,WI,552642.0
20210306,2323.0,5,,,0,133290.0,326,WV,124983.0
20210306,682.0,0,1391.0,182264.0,0,54764.0,0,WY,53550.0
20210305,305.0,2,1293.0,,0,56886.0,141,AK,
20210305,10122.0,28,45976.0,1924758.0,4223,498887.0,811,AL,295690.0
20210305,5283.0,10,14903.0,2472738.0,8452,324326.0,570,AR,314732.0
20210305,0.0,0,,2140.0,0,0.0,0,AS,
20210305,16269.0,84,57819.0,3050890.0,18778,823384.0,2276,AZ,
20210305,53448.0,400,,,0,3493126.0,4659,CA,
20210305,5986.0,12,23863.0,2193953.0,5212,434654.0,1633,CO,
20210305,7704.0,11,,,0,285330.0,830,CT,
20210305,1027.0,3,,,0,41122.0,108,DC,29417.0
20210305,1453.0,9,,542791.0,1020,87874.0,231,DE,
20210305,32093.0,138,81902.0,9296590.0,26910,1900598.0,5876,FL,
20210305,17815.0,65,56627.0,,0,1019509.0,2081,GA,
20210305,133.0,2,,112887.0,538,7748.0,1,GU,7590.0
20210305,443.0,2,2225.0,,0,28561.0,95,HI,
20210305,5549.0,13,,1041604.0,1549,281765.0,374,IA,318996.0
20210305,1876.0,0,7164.0,504925.0,1234,172587.0,299,ID,95524.0
20210305,22946.0,44,,,0,1194702.0,1442,IL,
20210305,12697.0,34,43104.0,2473358.0,4481,665285.0,839,IN,
20210305,4812.0,-4,9387.0,974686.0,5035,295861.0,752,KS,
20210305,4754.0,22,19380.0,,0,409345.0,905,KY,48038.0
20210305,9716.0,30,,5241101.0,18643,433045.0,518,LA,415954.0
20210305,16322.0,26,19713.0,4388938.0,8907,588209.0,1899,MA,508745.0
20210305,7930.0,8,35378.0,3024949.0,6829,385678.0,913,MD,9701.0
20210305,704.0,-1,1560.0,,0,45452.0,225,ME,12833.0
20210305,16601.0,12,,,0,654380.0,1791,MI,541258.0
20210305,6534.0,13,25938.0,3043308.0,7310,488170.0,796,MN,474175.0
20210305,8158.0,8,,1872325.0,3724,479966.0,430,MO,
20210305,2.0,0,4.0,17429.0,0,144.0,0,MP,29.0
20210305,6783.0,19,9162.0,1459374.0,0,296745.0,591,MS,278162.0
20210305,1379.0,4,4610.0,,0,100656.0,125,MT,97541.0
20210305,11446.0,47,,,0,870149.0,2093,NC,
20210305,1478.0,0,3875.0,305910.0,312,100278.0,94,ND,98164.0
20210305,2112.0,20,6226.0,769232.0,1102,202310.0,337,NE,156510.0
20210305,1178.0,0,1126.0,577690.0,445,76422.0,244,NH,73004.0
20210305,23521.0,30,65254.0,10186941.0,90590,806370.0,3701,NJ,
20210305,3787.0,18,13229.0,,0,186460.0,304,NM,153376.0
20210305,5020.0,15,,1127378.0,2124,295460.0,391,NV,
20210305,38891.0,95,,,0,1666733.0,8956,NY,
20210305,17656.0,467,50782.0,,0,976230.0,1750,OH,921707.0
20210305,4534.0,0,24157.0,3135060.0,8299,427558.0,917,OK,410778.0
20210305,2284.0,32,8699.0,,0,156673.0,386,OR,
20210305,24262.0,43,,3926038.0,10767,944196.0,2757,PA,859218.0
20210305,2056.0,3,,305972.0,0,101066.0,199,PR,91833.0
20210305,2541.0,2,9020.0,674515.0,1387,128121.0,394,RI,
20210305,8699.0,39,20605.0,4603549.0,25299,523258.0,1695,SC,230793.0
20210305,1896.0,0,6681.0,313260.0,839,113229.0,164,SD,109237.0
20210305,11534.0,33,18837.0,,0,780894.0,1445,TN,755474.0
20210305,44134.0,256,,,0,2678295.0,6853,TX,2470308.0
20210305,1970.0,15,14841.0,1553533.0,3773,373868.0,1160,UT,357312.0
20210305,9428.0,71,24514.0,,0,583060.0,1652,VA,
20210305,25.0,0,,46167.0,160,2714.0,10,VI,2559.0
20210305,207.0,0,,318720.0,634,15819.0,133,VT,13145.0
20210305,5032.0,20,19500.0,,0,343090.0,854,WA,
20210305,7094.0,12,26387.0,2642182.0,3034,620663.0,721,WI,552311.0
20210305,2318.0,9,,,0,132964.0,287,WV,124502.0
20210305,682.0,0,1391.0,182264.0,307,54764.0,79,WY,53550.0
20210304,303.0,0,1290.0,,0,56745.0,140,AK,
20210304,10094.0,65,45807.0,1920535.0,4990,498076.0,922,AL,295690.0
20210304,5273.0,12,14876.0,2464286.0,8977,323756.0,403,AR,314207.0
20210304,0.0,0,,2140.0,0,0.0,0,AS,
20210304,16185.0,96,57747.0,3032112.0,9402,821108.0,1154,AZ,
20210304,53048.0,273,,,0,3488467.0,3504,CA,
20210304,5974.0,4,23791.0,2188741.0,5603,433021.0,1351,CO,
20210304,7693.0,15,,,0,284500.0,878,CT,
20210304,1024.0,1,,,0,41014.0,196,DC,29287.0
20210304,1444.0,4,,541771.0,807,87643.0,218,DE,
20210304,31955.0,126,81600.0,9269680.0,26450,1894722.0,5997,FL,
20210304,17750.0,125,56512.0,,0,1017428.0,2886,GA,
20210304,131.0,0,,112349.0,424,7747.0,2,GU,7590.0
20210304,441.0,0,2225.0,,0,28466.0,59,HI,
20210304,5536.0,35,,1040055.0,2052,281391.0,400,IA,318560.0
20210304,1876.0,5,7144.0,503691.0,1096,172288.0,452,ID,95222.0
20210304,22902.0,49,,,0,1193260.0,1740,IL,
20210304,12663.0,30,43044.0,2468877.0,4795,664446.0,935,IN,
20210304,4816.0,0,9355.0,969651.0,0,295109.0,0,KS,
20210304,4732.0,28,19364.0,,0,408440.0,1067,KY,47992.0
20210304,9686.0,18,,5222458.0,24034,432527.0,756,LA,415954.0
20210304,16296.0,44,19713.0,4380031.0,8554,586310.0,1567,MA,508745.0
20210304,7922.0,3,35304.0,3018120.0,5941,384765.0,809,MD,9691.0
20210304,705.0,0,1549.0,,0,45227.0,136,ME,12827.0
20210304,16589.0,39,,,0,652589.0,1827,MI,541258.0
20210304,6521.0,14,25896.0,3035998.0,14444,487374.0,940,MN,473728.0
20210304,8150.0,2,,1868601.0,3588,479536.0,467,MO,
20210304,2.0,0,4.0,17429.0,0,144.0,0,MP,29.0
20210304,6764.0,21,9162.0,1459374.0,0,296154.0,479,MS,278162.0
20210304,1375.0,2,4608.0,,0,100531.0,180,MT,97499.0
20210304,11399.0,36,,,0,868056.0,2502,NC,
20210304,1478.0,0,3875.0,305598.0,94,100184.0,117,ND,98071.0
20210304,2092.0,1,6157.0,768130.0,1349,201973.0,365,NE,156048.0
20210304,1178.0,3,1127.0,577245.0,1620,76178.0,188,NH,72809.0
20210304,23491.0,42,64137.0,10096351.0,0,802669.0,3193,NJ,
20210304,3769.0,16,13215.0,,0,186156.0,258,NM,151708.0
20210304,5005.0,18,,1125254.0,2431,295069.0,385,NV,
20210304,38796.0,61,,,0,1657777.0,7593,NY,
20210304,17189.0,0,50695.0,,0,974480.0,1875,OH,919296.0
20210304,4534.0,0,24103.0,3126761.0,10458,426641.0,895,OK,409728.0
20210304,2252.0,27,8682.0,,0,156287.0,250,OR,
20210304,24219.0,50,,3915271.0,8736,941439.0,3028,PA,856709.0
20210304,2053.0,5,,305972.0,0,100867.0,102,PR,91530.0
20210304,2539.0,5,9002.0,673128.0,1586,127727.0,442,RI,
20210304,8660.0,40,20542.0,4578250.0,20102,521563.0,1567,SC,230793.0
20210304,1896.0,3,6664.0,312421.0,909,113065.0,232,SD,109113.0
20210304,11501.0,42,18779.0,,0,779449.0,1514,TN,754465.0
20210304,43878.0,315,,,0,2671442.0,8028,TX,2458818.0
20210304,1955.0,0,14783.0,1549760.0,4202,372708.0,0,UT,355033.0
20210304,9357.0,31,24414.0,,0,581408.0,1300,VA,
20210304,25.0,0,,46007.0,166,2704.0,9,VI,2547.0
20210304,207.0,0,,318086.0,722,15686.0,199,VT,12990.0
20210304,5012.0,24,19466.0,,0,342236.0,795,WA,
20210304,7082.0,13,26330.0,2639148.0,4149,619942.0,855,WI,551885.0
20210304,2309.0,0,,,0,132677.0,261,WV,124050.0
20210304,682.0,0,1389.0,181957.0,276,54685.0,69,WY,53481.0
20210303,303.0,1,1285.0,,0,56605.0,177,AK,
20210303,10029.0,38,45723.0,1915545.0,7243,497154.0,2733,AL,295690.0
20210303,5261.0,7,14826.0,2455309.0,7267,323353.0,404,AR,313799.0
20210303,0.0,0,,2140.0,0,0.0,0,AS,
20210303,16089.0,29,57697.0,3022710.0,15039,819954.0,1284,AZ,
20210303,52775.0,278,,,0,3484963.0,3352,CA,
20210303,5970.0,11,23735.0,2183138.0,4583,431670.0,1055,CO,
20210303,7678.0,20,,,0,283622.0,494,CT,
20210303,1023.0,4,,,0,40818.0,51,DC,29213.0
20210303,1440.0,14,,540964.0,1073,87425.0,232,DE,
20210303,31829.0,133,81278.0,9243230.0,17249,1888725.0,5860,FL,
20210303,17625.0,145,56369.0,,0,1014542.0,2735,GA,
20210303,131.0,0,,111925.0,378,7745.0,3,GU,7583.0
20210303,441.0,2,2226.0,,0,28407.0,17,HI,
20210303,5501.0,3,,1038003.0,1896,280991.0,482,IA,317731.0
20210303,1871.0,4,7131.0,502595.0,1239,171836.0,374,ID,94936.0
20210303,22853.0,50,,,0,1191520.0,2104,IL,
20210303,12633.0,10,42955.0,2464082.0,3803,663511.0,761,IN,
20210303,4816.0,73,9355.0,969651.0,4848,295109.0,807,KS,
20210303,4704.0,33,19304.0,,0,407373.0,1172,KY,47927.0
20210303,9668.0,21,,5198424.0,20999,431771.0,500,LA,415954.0
20210303,16252.0,70,19713.0,4371477.0,8511,584743.0,1899,MA,494740.0
20210303,7919.0,14,35223.0,3012179.0,5489,383956.0,786,MD,9685.0
20210303,705.0,2,1545.0,,0,45091.0,147,ME,12820.0
20210303,16550.0,6,,,0,650762.0,1705,MI,541258.0
20210303,6507.0,17,25863.0,3021554.0,4521,486434.0,779,MN,473252.0
20210303,8148.0,216,,1865013.0,2872,479069.0,387,MO,
20210303,2.0,0,4.0,17429.0,0,144.0,1,MP,29.0
20210303,6743.0,19,9162.0,1459374.0,0,295675.0,380,MS,278162.0
20210303,1373.0,1,4600.0,,0,100351.0,193,MT,97327.0
20210303,11363.0,75,,,0,865554.0,2145,NC,
20210303,1478.0,1,3871.0,305504.0,74,100067.0,110,ND,98014.0
20210303,2091.0,7,6147.0,766781.0,1105,201608.0,262,NE,155933.0
20210303,1175.0,5,1123.0,575625.0,-447,75990.0,187,NH,72600.0
20210303,23449.0,128,64050.0,10096351.0,112825,799476.0,3691,NJ,
20210303,3753.0,13,13190.0,,0,185898.0,356,NM,150168.0
20210303,4987.0,20,,1122823.0,2581,294684.0,395,NV,
20210303,38735.0,75,,,0,1650184.0,7704,NY,
20210303,17189.0,0,50613.0,,0,972605.0,2022,OH,916592.0
20210303,4534.0,0,24064.0,3116303.0,16023,425746.0,747,OK,408963.0
20210303,2225.0,13,8653.0,,0,156037.0,250,OR,
20210303,24169.0,69,,3906535.0,8368,938411.0,2577,PA,844569.0
20210303,2048.0,8,,305972.0,0,100765.0,30,PR,91338.0
20210303,2534.0,9,8982.0,671542.0,1258,127285.0,436,RI,
20210303,8620.0,44,20501.0,4558148.0,8550,519996.0,1173,SC,230793.0
20210303,1893.0,5,6654.0,311512.0,701,112833.0,181,SD,108947.0
20210303,11459.0,23,18742.0,,0,777935.0,1598,TN,752966.0
20210303,43563.0,297,,,0,2663414.0,7822,TX,2450229.0
20210303,1955.0,6,14783.0,1545558.0,4413,372708.0,729,UT,355033.0
20210303,9326.0,383,24354.0,,0,580108.0,1549,VA,
20210303,25.0,0,,45841.0,616,2695.0,49,VI,2539.0
20210303,207.0,1,,317364.0,359,15487.0,115,VT,12842.0
20210303,4988.0,19,19433.0,,0,341441.0,733,WA,
20210303,7069.0,19,26279.0,2634999.0,3287,619087.0,780,WI,551329.0
20210303,2309.0,8,,,0,132416.0,232,WV,123656.0
20210303,682.0,0,1388.0,181681.0,278,54616.0,89,WY,53375.0
20210302,302.0,2,1286.0,,0,56428.0,89,AK,
20210302,9991.0,60,45699.0,1908302.0,3161,494421.0,652,AL,285130.0
20210302,5254.0,4,14795.0,2448042.0,3673,322949.0,440,AR,313426.0
20210302,0.0,0,,2140.0,0,0.0,0,AS,
20210302,16060.0,81,57591.0,3007671.0,5459,818670.0,849,AZ,
20210302,52497.0,303,,,0,3481611.0,2533,CA,
20210302,5959.0,7,23593.0,2178555.0,3053,430615.0,776,CO,
20210302,7658.0,7,,,0,283128.0,502,CT,
20210302,1019.0,0,,,0,40767.0,83,DC,29111.0
20210302,1426.0,4,,539891.0,340,87193.0,113,DE,
20210302,31696.0,140,80972.0,9225981.0,33192,1882865.0,7047,FL,
20210302,17480.0,104,56251.0,,0,1011807.0,3147,GA,
20210302,131.0,0,,111547.0,1680,7742.0,5,GU,7580.0
20210302,439.0,0,2226.0,,0,28390.0,35,HI,
20210302,5498.0,26,,1036107.0,988,280509.0,230,IA,316185.0
20210302,1867.0,7,7111.0,501356.0,1260,171462.0,322,ID,94707.0
20210302,22803.0,44,,,0,1189416.0,1577,IL,
20210302,12623.0,28,42862.0,2460279.0,2297,662750.0,537,IN,
20210302,4743.0,0,9290.0,964803.0,0,294302.0,0,KS,
20210302,4671.0,19,19234.0,,0,406201.0,1075,KY,47787.0
20210302,9647.0,19,,5177425.0,22425,431271.0,767,LA,408463.0
20210302,16182.0,38,19444.0,4362966.0,7609,582844.0,301,MA,494740.0
20210302,7905.0,26,35152.0,3006690.0,2973,383170.0,468,MD,9677.0
20210302,703.0,0,1536.0,,0,44944.0,182,ME,12811.0
20210302,16544.0,25,,,0,649057.0,1642,MI,541258.0
20210302,6490.0,4,25826.0,3017033.0,1836,485655.0,425,MN,472470.0
20210302,7932.0,13,,1862141.0,2453,478682.0,266,MO,
20210302,2.0,0,4.0,17429.0,0,143.0,0,MP,29.0
20210302,6724.0,43,9162.0,1459374.0,0,295295.0,301,MS,278162.0
20210302,1372.0,15,4591.0,,0,100158.0,155,MT,97199.0
20210302,11288.0,34,,,0,863409.0,1239,NC,
20210302,1477.0,2,3874.0,305430.0,411,99957.0,105,ND,97934.0
20210302,2084.0,2,6140.0,765676.0,1216,201346.0,400,NE,155712.0
20210302,1170.0,0,1119.0,576072.0,150,75803.0,215,NH,72359.0
20210302,23321.0,48,63917.0,9983526.0,115444,795785.0,3289,NJ,
20210302,3740.0,11,13148.0,,0,185542.0,245,NM,148641.0
20210302,4967.0,10,,1120242.0,817,294289.0,309,NV,
20210302,38660.0,83,,,0,1642480.0,5800,NY,
20210302,17189.0,-157,50503.0,,0,970583.0,1736,OH,914893.0
20210302,4534.0,56,23999.0,3100280.0,15451,424999.0,111,OK,407934.0
20210302,2212.0,4,8621.0,,0,155787.0,190,OR,
20210302,24100.0,74,,3898167.0,8325,935834.0,2564,PA,851608.0
20210302,2040.0,3,,305972.0,0,100735.0,151,PR,91134.0
20210302,2525.0,8,8966.0,670284.0,1152,126849.0,261,RI,
20210302,8576.0,14,20428.0,4549598.0,14264,518823.0,847,SC,230793.0
20210302,1888.0,0,6640.0,310811.0,464,112652.0,182,SD,108789.0
20210302,11436.0,15,18679.0,,0,776337.0,644,TN,751776.0
20210302,43266.0,271,,,0,2655592.0,7747,TX,2441822.0
20210302,1949.0,9,14753.0,1541145.0,3142,371979.0,487,UT,353737.0
20210302,8943.0,160,24258.0,,0,578559.0,1385,VA,
20210302,25.0,0,,45225.0,0,2646.0,0,VI,2511.0
20210302,206.0,1,,317005.0,247,15372.0,88,VT,12759.0
20210302,4969.0,13,19372.0,,0,340708.0,935,WA,
20210302,7050.0,36,26222.0,2631712.0,2090,618307.0,607,WI,550730.0
20210302,2301.0,1,,,0,132184.0,136,WV,123191.0
20210302,682.0,11,1385.0,181403.0,207,54527.0,56,WY,53339.0
20210301,300.0,10,1279.0,,0,56339.0,350,AK,
20210301,9931.0,2,45648.0,1905141.0,1450,493769.0,517,AL,285130.0
20210301,5250.0,7,14763.0,2444369.0,2512,322509.0,94,AR,313002.0
20210301,0.0,0,,2140.0,0,0.0,0,AS,
20210301,15979.0,-1,57589.0,3002212.0,5381,817821.0,1039,AZ,
20210301,52194.0,215,,,0,3479078.0,3516,CA,
20210301,5952.0,1,23550.0,2175502.0,2874,429839.0,1536,CO,
20210301,7651.0,29,,,0,282626.0,2680,CT,
20210301,1019.0,2,,,0,40684.0,86,DC,29019.0
20210301,1422.0,0,,539551.0,907,87080.0,281,DE,
20210301,31556.0,150,80659.0,9192789.0,7255,1875818.0,1664,FL,
20210301,17376.0,81,56089.0,,0,1008660.0,2139,GA,
20210301,131.0,0,,109867.0,0,7737.0,1,GU,7564.0
20210301,439.0,0,2214.0,,0,28355.0,29,HI,
20210301,5472.0,1,,1035119.0,1329,280279.0,240,IA,315443.0
20210301,1860.0,0,7076.0,500096.0,0,171140.0,0,ID,94230.0
20210301,22759.0,24,,,0,1187839.0,1143,IL,
20210301,12595.0,22,42815.0,2457982.0,2454,662213.0,540,IN,
20210301,4743.0,8,9290.0,964803.0,4003,294302.0,639,KS,
20210301,4652.0,15,19143.0,,0,405126.0,504,KY,47592.0
20210301,9628.0,20,,5155000.0,7933,430504.0,404,LA,408463.0
20210301,16144.0,26,19444.0,4355357.0,6818,582543.0,1395,MA,494740.0
20210301,7879.0,10,35069.0,3003717.0,4132,382702.0,603,MD,9669.0
20210301,703.0,0,1529.0,,0,44762.0,128,ME,12805.0
20210301,16519.0,11,,,0,647415.0,1865,MI,541258.0
20210301,6486.0,3,25727.0,3015197.0,6494,485230.0,636,MN,471647.0
20210301,7919.0,0,,1859688.0,2242,478416.0,192,MO,
20210301,2.0,0,4.0,17429.0,0,143.0,0,MP,29.0
20210301,6681.0,0,9012.0,1459374.0,23188,294994.0,199,MS,273437.0
20210301,1357.0,0,4584.0,,0,100003.0,49,MT,97037.0
20210301,11254.0,42,,,0,862170.0,3622,NC,
20210301,1475.0,3,3871.0,305019.0,68,99852.0,43,ND,97836.0
20210301,2082.0,0,6106.0,764460.0,456,200946.0,98,NE,155333.0
20210301,1170.0,0,1118.0,575922.0,-681,75588.0,164,NH,72055.0
20210301,23273.0,21,63777.0,9868082.0,0,792496.0,3140,NJ,
20210301,3729.0,13,13127.0,,0,185297.0,165,NM,147446.0
20210301,4957.0,0,,1119425.0,2196,293980.0,226,NV,
20210301,38577.0,80,,,0,1636680.0,6235,NY,
20210301,17346.0,49,50382.0,,0,968847.0,1425,OH,911474.0
20210301,4478.0,50,23995.0,3084829.0,0,424888.0,380,OK,407665.0
20210301,2208.0,0,8570.0,,0,155597.0,282,OR,
20210301,24026.0,5,,3889842.0,5256,933270.0,1628,PA,849275.0
20210301,2037.0,1,,305972.0,0,100584.0,287,PR,90891.0
20210301,2517.0,3,8947.0,669132.0,690,126588.0,152,RI,
20210301,8562.0,32,20406.0,4535334.0,24419,517976.0,1153,SC,230793.0
20210301,1888.0,0,6632.0,310347.0,225,112470.0,43,SD,108664.0
20210301,11421.0,10,18620.0,,0,775693.0,689,TN,750755.0
20210301,42995.0,59,,,0,2647845.0,3821,TX,2429453.0
20210301,1940.0,5,14724.0,1538003.0,2400,371492.0,257,UT,352814.0
20210301,8783.0,231,24158.0,,0,577174.0,1124,VA,
20210301,25.0,0,,45225.0,0,2646.0,0,VI,2511.0
20210301,205.0,1,,316758.0,880,15284.0,86,VT,12626.0
20210301,4956.0,0,19319.0,,0,339773.0,0,WA,
20210301,7014.0,0,26158.0,2629622.0,2826,617700.0,333,WI,550280.0
20210301,2300.0,0,,,0,132048.0,193,WV,122751.0
20210301,671.0,0,1384.0,181196.0,370,54471.0,77,WY,53248.0
20210228,290.0,0,1277.0,,0,55989.0,0,AK,
20210228,9929.0,-1,45428.0,1903691.0,2776,493252.0,569,AL,285130.0
20210228,5243.0,-174,14763.0,2441857.0,51991,322415.0,3220,AR,312758.0
20210228,0.0,0,,2140.0,0,0.0,0,AS,
20210228,15980.0,13,57599.0,2996831.0,9935,816782.0,1075,AZ,
20210228,51979.0,158,,,0,3475562.0,4685,CA,
20210228,5951.0,6,23476.0,2172628.0,4673,428303.0,841,CO,
20210228,7622.0,0,,,0,279946.0,0,CT,
20210228,1017.0,7,,,0,40598.0,120,DC,28881.0
20210228,1422.0,4,,538644.0,1037,86799.0,282,DE,
20210228,31406.0,126,80572.0,9185534.0,22572,1874154.0,5385,FL,
20210228,17295.0,1,56039.0,,0,1006521.0,2334,GA,
